,File,Energy inside Thyrocyte,Energy inside Confounder,Pointing game,Head,Level,Thyrocyte Count,Confounder Count
212,original_LS-257_1_7,0.0,0.1532360166311264,confounder,P3,LEVEL_I,0,7
213,original_LS-010_1_6,0.0,0.0,background,P3,LEVEL_I,9,10
214,original_LS-115_5_5,0.0,0.07552507519721985,confounder,P3,LEVEL_I,0,5
215,original_LS-010_1_3,0.0,0.0,background,P3,LEVEL_I,3,7
216,original_LS-257_0_2,0.0,0.20011313259601593,confounder,P3,LEVEL_I,0,9
217,original_LS-010_2_0,0.0,0.0,background,P3,LEVEL_I,6,9
218,original_LS-567_3_6,0.0,0.26166248321533203,background,P3,LEVEL_I,3,11
219,original_LS-115_2_6,0.0,0.3291148543357849,confounder,P3,LEVEL_I,0,10
220,original_LS-257_1_1,0.03674697503447533,0.8511099219322205,confounder,P3,LEVEL_I,2,56
221,original_LS-567_4_4,0.0,0.09528584033250809,confounder,P3,LEVEL_I,0,3
222,original_LS-235_1_4,0.0,0.357549786567688,confounder,P3,LEVEL_I,0,4
223,original_LS-257_1_3,0.06907530128955841,0.7370973825454712,confounder,P3,LEVEL_I,10,27
224,original_LS-235_2_3,0.4500168561935425,0.00025198518414981663,thyrocyte,P3,LEVEL_I,9,3
225,original_LS-115_3_4,0.6304652094841003,0.0,thyrocyte,P3,LEVEL_I,7,7
226,original_LS-310_3_5,0.0,0.04338916018605232,confounder,P3,LEVEL_I,0,1
227,original_LS-235_2_6,0.0,0.23524299263954163,confounder,P3,LEVEL_I,0,5
228,original_LS-257_2_0,0.0,0.8709500432014465,confounder,P3,LEVEL_I,0,72
229,original_LS-310_4_7,0.0,0.0,background,P3,LEVEL_I,2,0
230,original_LS-235_4_6,0.0,0.047247305512428284,background,P3,LEVEL_I,0,1
231,original_LS-010_5_2,0.0,0.16905957460403442,confounder,P3,LEVEL_I,0,4
232,original_LS-010_0_2,0.0,0.09644456952810287,confounder,P3,LEVEL_I,0,1
233,original_LS-010_3_2,0.4499838054180145,0.021867601200938225,thyrocyte,P3,LEVEL_I,8,5
234,original_LS-257_4_1,0.0,0.2856179177761078,confounder,P3,LEVEL_I,0,18
235,original_LS-235_2_7,0.0,0.014653758145868778,background,P3,LEVEL_I,0,1
236,original_LS-257_4_5,0.0,0.2555687427520752,confounder,P3,LEVEL_I,0,10
237,original_LS-115_2_7,0.0,0.297596275806427,confounder,P3,LEVEL_I,0,6
238,original_LS-567_5_2,0.0,0.0,background,P3,LEVEL_I,0,1
239,original_LS-010_2_3,0.0,0.26087820529937744,confounder,P3,LEVEL_I,2,11
240,original_LS-567_4_0,0.0,0.14264993369579315,confounder,P3,LEVEL_I,0,4
241,original_LS-010_1_2,0.0,0.0,background,P3,LEVEL_I,2,4
242,original_LS-257_3_7,0.0,0.267406702041626,confounder,P3,LEVEL_I,0,5
243,original_LS-310_2_4,0.6732490062713623,0.0,thyrocyte,P3,LEVEL_I,30,1
244,original_LS-257_1_5,0.0,0.0,background,P3,LEVEL_I,4,6
245,original_LS-010_1_7,0.006228428799659014,0.5241220593452454,confounder,P3,LEVEL_I,1,12
246,original_LS-567_2_2,0.0,0.11588122695684433,confounder,P3,LEVEL_I,4,4
247,original_LS-567_1_5,0.0,0.40267515182495117,confounder,P3,LEVEL_I,4,6
248,original_LS-257_0_4,0.0,0.23257870972156525,confounder,P3,LEVEL_I,0,8
249,original_LS-257_0_0,0.0,0.3660668730735779,confounder,P3,LEVEL_I,0,14
250,original_LS-115_1_0,0.0,0.1524307280778885,confounder,P3,LEVEL_I,0,5
251,original_LS-115_3_7,0.0,0.08326353877782822,confounder,P3,LEVEL_I,0,4
252,original_LS-115_5_2,0.0,0.10953819751739502,confounder,P3,LEVEL_I,0,4
253,original_LS-567_2_1,0.0008486490114592016,0.14198414981365204,background,P3,LEVEL_I,5,4
254,original_LS-235_0_2,0.0,0.46663185954093933,confounder,P3,LEVEL_I,0,5
255,original_LS-567_1_4,0.0,0.29274246096611023,confounder,P3,LEVEL_I,0,15
256,original_LS-235_0_5,0.0,0.09007563441991806,confounder,P3,LEVEL_I,0,1
257,original_LS-010_0_7,0.0,0.18299506604671478,confounder,P3,LEVEL_I,0,5
258,original_LS-115_3_2,0.0,0.21543586254119873,confounder,P3,LEVEL_I,0,6
259,original_LS-459_1_5,0.0,0.031246410682797432,confounder,P3,LEVEL_II,0,4
260,original_LS-190_4_1,0.0,0.2198483645915985,confounder,P3,LEVEL_II,0,6
261,original_LS-608_2_7,0.0,0.06403708457946777,confounder,P3,LEVEL_II,0,1
262,original_LS-459_1_6,0.0,0.09910924732685089,confounder,P3,LEVEL_II,0,8
263,original_LS-514_5_2,0.0,0.12157569825649261,confounder,P3,LEVEL_II,0,8
264,original_LS-489_2_2,0.0005849673179909587,0.15667824447155,confounder,P3,LEVEL_II,2,23
265,original_LS-405_0_7,0.0,0.4798274636268616,confounder,P3,LEVEL_II,0,24
266,original_LS-405_4_3,0.0,0.5806345343589783,confounder,P3,LEVEL_II,0,24
267,original_LS-459_3_7,0.0,0.6206756234169006,confounder,P3,LEVEL_II,0,37
268,original_LS-608_5_4,0.0,0.115804523229599,confounder,P3,LEVEL_II,0,1
269,original_LS-405_0_8,0.0,0.004107237793505192,background,P3,LEVEL_II,0,2
270,original_LS-608_1_1,0.0,0.08710780739784241,confounder,P3,LEVEL_II,0,3
271,original_LS-190_5_3,0.0,0.09446155279874802,confounder,P3,LEVEL_II,0,3
272,original_LS-405_2_1,0.0,0.6543017029762268,confounder,P3,LEVEL_II,0,32
273,original_LS-499_0_4,0.0,0.14989422261714935,confounder,P3,LEVEL_II,0,39
274,original_LS-459_4_1,0.0,0.029193902388215065,confounder,P3,LEVEL_II,0,1
275,original_LS-023_3_2,0.8581498861312866,0.0,thyrocyte,P3,LEVEL_II,13,2
276,original_LS-459_2_0,0.0,0.21155856549739838,confounder,P3,LEVEL_II,0,15
277,original_LS-499_1_4,0.0,0.09912772476673126,confounder,P3,LEVEL_II,0,26
278,original_LS-608_3_7,0.0,0.04679372161626816,confounder,P3,LEVEL_II,0,1
279,original_LS-313_0_4,0.0,0.7225445508956909,confounder,P3,LEVEL_II,0,9
280,original_LS-190_2_0,0.0,0.3872336447238922,confounder,P3,LEVEL_II,0,14
281,original_LS-278_0_2,0.0011123869335278869,0.0,background,P3,LEVEL_II,1,0
282,original_LS-459_5_8,0.0,0.0,background,P3,LEVEL_II,0,1
283,original_LS-489_2_4,0.0,0.1178945004940033,confounder,P3,LEVEL_II,0,14
284,original_LS-468_0_4,0.8390674591064453,0.0,thyrocyte,P3,LEVEL_II,13,10
285,original_LS-313_2_8,0.0,0.0019308197079226375,background,P3,LEVEL_II,0,1
286,original_LS-190_1_4,0.0,0.26113221049308777,confounder,P3,LEVEL_II,0,17
287,original_LS-190_4_2,0.0,0.30421358346939087,confounder,P3,LEVEL_II,0,10
288,original_LS-468_2_0,0.0,0.09583568572998047,background,P3,LEVEL_II,0,8
289,original_LS-608_3_3,0.4137825071811676,0.0,thyrocyte,P3,LEVEL_II,8,1
290,original_LS-278_2_4,0.6304925084114075,0.0,thyrocyte,P3,LEVEL_II,24,3
291,original_LS-299_0_6,0.0,0.9627618789672852,confounder,P3,LEVEL_II,4,15
292,original_LS-023_3_6,0.0,0.341089129447937,confounder,P3,LEVEL_II,0,3
293,original_LS-514_3_4,0.0,0.0,background,P3,LEVEL_II,11,2
294,original_LS-499_3_4,0.0,0.0332411527633667,confounder,P3,LEVEL_II,0,8
295,original_LS-489_2_1,0.0,0.13267025351524353,confounder,P3,LEVEL_II,0,26
296,original_LS-459_1_4,0.0,0.10618194937705994,confounder,P3,LEVEL_II,0,10
297,original_LS-299_3_1,0.027285657823085785,0.5190565586090088,confounder,P3,LEVEL_II,3,16
298,original_LS-405_2_7,0.0,0.42938199639320374,confounder,P3,LEVEL_II,0,22
299,original_LS-405_3_7,0.0,0.4906700849533081,confounder,P3,LEVEL_II,0,25
300,original_LS-218_1_5,0.0,0.0,background,P3,LEVEL_II,2,0
301,original_LS-514_5_0,0.0,0.14754945039749146,confounder,P3,LEVEL_II,0,8
302,original_LS-313_1_0,0.0,0.050142403692007065,confounder,P3,LEVEL_II,1,1
