,File,Energy inside GT,Pointing game,Head,Level
244,original_LS-218_0_1,0.08862369507551193,Miss,P3,LEVEL_II
245,original_LS-218_4_5,0.06147200986742973,Hit,P3,LEVEL_II
246,original_LS-021_2_6,0.06536100804805756,Hit,P3,LEVEL_II
247,original_LS-276_4_7,0.011441715992987156,Miss,P3,LEVEL_II
248,original_LS-172_1_3,0.07770494371652603,Hit,P3,LEVEL_II
249,original_LS-168_4_0,3.6034446111443685e-06,Miss,P3,LEVEL_II
250,original_LS-608_5_7,0.011159330606460571,Miss,P3,LEVEL_II
251,original_LS-218_1_4,0.273662269115448,Miss,P3,LEVEL_II
252,original_LS-399_3_3,0.3793138861656189,Hit,P3,LEVEL_II
253,original_LS-399_3_1,0.1258128583431244,Hit,P3,LEVEL_II
254,original_LS-541_0_6,0.05495455116033554,Miss,P3,LEVEL_II
255,original_LS-605_3_3,0.003408543299883604,Miss,P3,LEVEL_II
256,original_LS-580_2_2,0.0018545285565778613,Miss,P3,LEVEL_II
257,original_LS-506_3_5,0.028257209807634354,Hit,P3,LEVEL_II
258,original_LS-021_3_1,0.01121429167687893,Miss,P3,LEVEL_II
259,original_LS-541_5_7,0.013360480777919292,Miss,P3,LEVEL_II
260,original_LS-218_0_4,0.00018822084530256689,Miss,P3,LEVEL_II
261,original_LS-218_0_0,0.0013739524874836206,Miss,P3,LEVEL_II
262,original_LS-506_5_3,0.018104299902915955,Miss,P3,LEVEL_II
263,original_LS-276_2_2,0.022534595802426338,Miss,P3,LEVEL_II
264,original_LS-541_3_0,0.0011511343764141202,Miss,P3,LEVEL_II
265,original_LS-580_1_2,0.18741348385810852,Hit,P3,LEVEL_II
266,original_LS-580_3_4,0.013234787620604038,Miss,P3,LEVEL_II
267,original_LS-218_3_2,0.1352870911359787,Hit,P3,LEVEL_II
268,original_LS-218_2_3,0.007285636849701405,Miss,P3,LEVEL_II
269,original_LS-541_4_7,0.01841399073600769,Miss,P3,LEVEL_II
270,original_LS-580_5_3,0.0,Miss,P3,LEVEL_II
271,original_LS-580_3_2,0.0028252857737243176,Miss,P3,LEVEL_II
272,original_LS-276_1_6,0.01767692342400551,Miss,P3,LEVEL_II
273,original_LS-580_0_3,0.3697218596935272,Hit,P3,LEVEL_II
274,original_LS-021_2_5,0.14048455655574799,Hit,P3,LEVEL_II
275,original_LS-168_3_4,0.1278313547372818,Miss,P3,LEVEL_II
276,original_LS-506_3_6,0.25352808833122253,Hit,P3,LEVEL_II
277,original_LS-580_4_3,0.42441824078559875,Hit,P3,LEVEL_II
278,original_LS-515_2_4,0.3157555162906647,Hit,P3,LEVEL_II
279,original_LS-506_4_3,0.2498411387205124,Hit,P3,LEVEL_II
280,original_LS-218_3_6,0.3528635799884796,Hit,P3,LEVEL_II
281,original_LS-399_4_0,0.27203238010406494,Hit,P3,LEVEL_II
282,original_LS-218_2_4,0.10943641513586044,Miss,P3,LEVEL_II
283,original_LS-541_0_5,0.03928447514772415,Miss,P3,LEVEL_II
284,original_LS-605_2_4,0.24998754262924194,Hit,P3,LEVEL_II
285,original_LS-580_4_4,0.06123562529683113,Miss,P3,LEVEL_II
286,original_LS-218_2_2,0.056091342121362686,Miss,P3,LEVEL_II
287,original_LS-541_2_4,0.926909863948822,Hit,P3,LEVEL_II
288,original_LS-276_2_6,0.0157653596252203,Miss,P3,LEVEL_II
289,original_LS-608_4_6,0.04636826366186142,Hit,P3,LEVEL_II
290,original_LS-541_3_1,0.19156216084957123,Miss,P3,LEVEL_II
291,original_LS-580_2_3,0.0,Miss,P3,LEVEL_II
292,original_LS-021_2_4,0.4481234848499298,Hit,P3,LEVEL_II
293,original_LS-172_2_4,0.8328553438186646,Hit,P3,LEVEL_II
294,original_LS-541_3_4,0.05880046263337135,Miss,P3,LEVEL_II
295,original_LS-276_2_1,0.010288833640515804,Miss,P3,LEVEL_II
296,original_LS-168_3_1,0.1653306484222412,Miss,P3,LEVEL_II
297,original_LS-276_4_2,0.005527094472199678,Miss,P3,LEVEL_II
298,original_LS-168_2_0,0.11428225040435791,Hit,P3,LEVEL_II
299,original_LS-276_1_4,0.025724036619067192,Miss,P3,LEVEL_II
