,File,Energy inside GT,Pointing game,Head,Level
118,original_LS-515_1_4,0.05226806923747063,Hit,P3,LEVEL_II
119,original_LS-172_1_5,0.24023233354091644,Miss,P3,LEVEL_II
120,original_LS-168_2_7,0.0169200636446476,Miss,P3,LEVEL_II
121,original_LS-506_5_2,0.011456592939794064,Miss,P3,LEVEL_II
122,original_LS-172_2_0,0.003023190889507532,Miss,P3,LEVEL_II
123,original_LS-399_1_4,0.016627728939056396,Miss,P3,LEVEL_II
124,original_LS-168_3_5,0.37312817573547363,Hit,P3,LEVEL_II
125,original_LS-541_1_4,0.517015814781189,Miss,P3,LEVEL_II
126,original_LS-506_1_2,0.04042692482471466,Hit,P3,LEVEL_II
127,original_LS-172_0_3,0.1413494497537613,Hit,P3,LEVEL_II
128,original_LS-506_3_7,0.11135926097631454,Miss,P3,LEVEL_II
129,original_LS-276_2_7,0.18950478732585907,Hit,P3,LEVEL_II
130,original_LS-506_4_5,0.07362895458936691,Hit,P3,LEVEL_II
131,original_LS-276_2_3,0.24830251932144165,Miss,P3,LEVEL_II
132,original_LS-506_4_6,0.1523728221654892,Hit,P3,LEVEL_II
133,original_LS-608_4_7,0.037803150713443756,Miss,P3,LEVEL_II
134,original_LS-172_3_3,0.17833808064460754,Miss,P3,LEVEL_II
135,original_LS-399_2_2,0.3435111343860626,Hit,P3,LEVEL_II
136,original_LS-172_3_2,0.17997822165489197,Hit,P3,LEVEL_II
137,original_LS-605_2_3,0.46582329273223877,Hit,P3,LEVEL_II
138,original_LS-541_4_0,0.0017564594745635986,Miss,P3,LEVEL_II
139,original_LS-399_5_0,0.012270352803170681,Miss,P3,LEVEL_II
140,original_LS-218_4_3,0.24755342304706573,Miss,P3,LEVEL_II
141,original_LS-218_3_4,0.6030515432357788,Miss,P3,LEVEL_II
142,original_LS-608_1_6,0.24307112395763397,Hit,P3,LEVEL_II
143,original_LS-172_3_1,0.24143749475479126,Hit,P3,LEVEL_II
144,original_LS-399_3_2,0.25422656536102295,Miss,P3,LEVEL_II
145,original_LS-021_1_4,0.18538381159305573,Miss,P3,LEVEL_II
146,original_LS-168_0_2,0.02141268365085125,Miss,P3,LEVEL_II
147,original_LS-276_2_5,0.067226842045784,Miss,P3,LEVEL_II
148,original_LS-021_1_3,0.10863352566957474,Miss,P3,LEVEL_II
149,original_LS-168_1_5,0.04113641753792763,Miss,P3,LEVEL_II
150,original_LS-541_2_2,0.5762277841567993,Miss,P3,LEVEL_II
151,original_LS-605_2_2,0.038515299558639526,Miss,P3,LEVEL_II
152,original_LS-218_4_4,0.24952095746994019,Hit,P3,LEVEL_II
153,original_LS-506_0_2,0.3338608741760254,Hit,P3,LEVEL_II
154,original_LS-541_4_3,0.08121844381093979,Miss,P3,LEVEL_II
155,original_LS-168_2_6,0.40616846084594727,Hit,P3,LEVEL_II
156,original_LS-218_1_0,0.24774664640426636,Miss,P3,LEVEL_II
