,File,Energy inside Thyrocyte,Energy inside Confounder,Pointing game,Head,Level,Thyrocyte Count,Confounder Count
83,original_LS-310_0_5,0.003133871592581272,0.07693158090114594,background,P3,LEVEL_I,3,30
84,original_LS-310_3_4,0.7050790190696716,0.0,thyrocyte,P3,LEVEL_I,9,0
85,original_LS-567_1_0,0.0,0.1098882332444191,confounder,P3,LEVEL_I,0,2
86,original_LS-257_1_6,0.0,0.0,background,P3,LEVEL_I,1,8
87,original_LS-115_4_3,0.0,0.05317407101392746,background,P3,LEVEL_I,0,4
88,original_LS-115_4_5,0.0,0.07665137201547623,background,P3,LEVEL_I,0,7
89,original_LS-115_4_7,0.0,0.03631448373198509,background,P3,LEVEL_I,0,2
90,original_LS-257_5_0,0.0,0.11192334443330765,background,P3,LEVEL_I,0,10
91,original_LS-310_0_1,0.005237706936895847,0.056887298822402954,background,P3,LEVEL_I,12,34
92,original_LS-310_4_2,0.0022285631857812405,0.0316593199968338,confounder,P3,LEVEL_I,1,2
93,original_LS-257_2_7,0.0,0.159956157207489,confounder,P3,LEVEL_I,0,5
94,original_LS-115_0_4,0.0,0.09675188362598419,background,P3,LEVEL_I,0,5
95,original_LS-567_0_3,0.0,0.19013459980487823,background,P3,LEVEL_I,0,6
96,original_LS-310_1_3,0.006904268637299538,0.014939330518245697,background,P3,LEVEL_I,23,28
97,original_LS-567_2_6,0.025338273495435715,0.12933087348937988,background,P3,LEVEL_I,8,14
98,original_LS-115_0_7,0.0,0.04536546394228935,background,P3,LEVEL_I,0,2
99,original_LS-235_5_4,0.0,0.10443645715713501,confounder,P3,LEVEL_I,0,3
100,original_LS-010_4_6,0.0,0.006461446173489094,background,P3,LEVEL_I,0,4
101,original_LS-235_2_4,0.22854478657245636,0.003730826312676072,background,P3,LEVEL_I,12,5
102,original_LS-257_5_5,0.0,0.09043535590171814,confounder,P3,LEVEL_I,0,5
103,original_LS-115_0_3,0.0,0.1652316451072693,background,P3,LEVEL_I,0,8
104,original_LS-310_0_2,0.011827550828456879,0.0263823214918375,background,P3,LEVEL_I,14,28
105,original_LS-257_3_1,0.0,0.2269149273633957,background,P3,LEVEL_I,0,46
106,original_LS-115_3_5,0.0,0.08491314202547073,background,P3,LEVEL_I,0,8
107,original_LS-010_2_1,0.02836112678050995,0.0011631055967882276,background,P3,LEVEL_I,9,6
108,original_LS-010_0_0,0.0,0.06901521980762482,confounder,P3,LEVEL_I,0,2
109,original_LS-567_3_0,0.000664258492179215,0.1879189908504486,background,P3,LEVEL_I,1,8
110,original_LS-257_2_1,0.013374170288443565,0.3405367434024811,background,P3,LEVEL_I,1,74
111,original_LS-235_3_2,0.0,0.08317947387695312,background,P3,LEVEL_I,0,2
112,original_LS-235_2_0,0.0,0.11415516585111618,confounder,P3,LEVEL_I,0,6
113,original_LS-310_4_0,0.0,0.0,background,P3,LEVEL_I,5,0
114,original_LS-235_5_2,0.0,0.06152721494436264,background,P3,LEVEL_I,0,1
115,original_LS-567_3_1,0.0,0.20257878303527832,background,P3,LEVEL_I,0,11
116,original_LS-235_5_7,0.0,0.010423089377582073,background,P3,LEVEL_I,0,1
117,original_LS-257_0_7,0.0,0.2720445692539215,background,P3,LEVEL_I,0,10
118,original_LS-115_2_1,0.0,0.06783279031515121,background,P3,LEVEL_I,0,5
119,original_LS-010_0_3,0.0,0.18862400949001312,confounder,P3,LEVEL_I,0,2
120,original_LS-310_2_2,0.02248150296509266,0.028874190524220467,background,P3,LEVEL_I,11,21
121,original_LS-115_2_5,0.0,0.11932361871004105,background,P3,LEVEL_I,0,7
122,original_LS-010_5_4,0.0,0.0,background,P3,LEVEL_I,0,1
123,original_LS-567_4_5,0.0,0.13626885414123535,confounder,P3,LEVEL_I,0,4
124,original_LS-257_1_0,0.02799164317548275,0.3885524272918701,confounder,P3,LEVEL_I,2,62
125,original_LS-115_1_5,0.0,0.05584390088915825,background,P3,LEVEL_I,0,3
126,original_LS-235_0_0,0.0,0.18252643942832947,confounder,P3,LEVEL_I,0,3
127,original_LS-235_3_1,0.0,0.0742540955543518,background,P3,LEVEL_I,0,3
128,original_LS-115_4_2,0.0,0.13459783792495728,background,P3,LEVEL_I,0,8
129,original_LS-115_5_1,0.0,0.06691654026508331,background,P3,LEVEL_I,0,3
130,original_LS-010_1_0,0.010452892631292343,0.003849996719509363,background,P3,LEVEL_I,3,2
131,original_LS-567_2_8,0.0,0.005333749111741781,background,P3,LEVEL_I,0,3
132,original_LS-115_2_2,0.0,0.10067974030971527,background,P3,LEVEL_I,0,8
133,original_LS-115_4_4,0.0,0.03780009225010872,background,P3,LEVEL_I,0,3
134,original_LS-310_5_4,0.0,0.0,background,P3,LEVEL_I,1,0
135,original_LS-115_0_0,0.0,0.08111879229545593,background,P3,LEVEL_I,0,5
136,original_LS-010_2_7,0.00032568920869380236,0.08522575348615646,background,P3,LEVEL_I,2,6
137,original_LS-257_5_4,0.0,0.03730383515357971,confounder,P3,LEVEL_I,0,1
138,original_LS-567_4_2,0.0,0.18145108222961426,confounder,P3,LEVEL_I,0,6
139,original_LS-010_3_3,0.007881184108555317,0.0,background,P3,LEVEL_I,4,3
140,original_LS-310_1_1,0.00937611237168312,0.03476464003324509,background,P3,LEVEL_I,12,32
