,File,Energy inside Thyrocyte,Energy inside Confounder,Pointing game,Head,Level,Thyrocyte Count,Confounder Count
1709,original_LS-288_4_5,0.0005233224364928901,0.012836783193051815,background,P3,LEVEL_IV,4,1
1710,original_LS-421_1_4,0.15549974143505096,0.0,background,P3,LEVEL_IV,4,0
1711,original_LS-532_3_4,0.0007409313111566007,0.07968339323997498,background,P3,LEVEL_IV,3,7
1712,original_LS-532_1_6,0.8822481036186218,0.027981022372841835,thyrocyte,P3,LEVEL_IV,36,5
1713,original_LS-504_3_1,0.0,0.16330856084823608,background,P3,LEVEL_IV,0,9
1714,original_LS-207_0_4,0.0,0.03154227137565613,confounder,P3,LEVEL_IV,0,2
1715,original_LS-288_3_4,0.8499406576156616,0.0,thyrocyte,P3,LEVEL_IV,45,0
1716,original_LS-016_4_0,0.0,0.026052359491586685,background,P3,LEVEL_IV,0,1
1717,original_LS-558_0_3,0.019957788288593292,0.28240081667900085,background,P3,LEVEL_IV,2,16
1718,original_LS-421_4_0,0.0,0.033222440630197525,background,P3,LEVEL_IV,0,3
1719,original_LS-493_1_3,0.0,0.27082517743110657,confounder,P3,LEVEL_IV,0,28
1720,original_LS-558_3_8,0.0,0.006585253402590752,background,P3,LEVEL_IV,0,2
1721,original_LS-558_1_4,0.00013148954894859344,0.2060846984386444,background,P3,LEVEL_IV,1,18
1722,original_LS-016_2_0,0.026273101568222046,0.025114359334111214,background,P3,LEVEL_IV,4,1
1723,original_LS-532_0_4,0.8685616254806519,0.008672806434333324,thyrocyte,P3,LEVEL_IV,90,1
1724,original_LS-439_2_2,0.4061354100704193,0.0,background,P3,LEVEL_IV,20,0
1725,original_LS-022_1_6,0.0,0.033768683671951294,background,P3,LEVEL_IV,0,5
1726,original_LS-504_3_0,0.0,0.13943836092948914,confounder,P3,LEVEL_IV,0,9
1727,original_LS-532_4_1,0.7999867796897888,0.017576299607753754,thyrocyte,P3,LEVEL_IV,64,1
1728,original_LS-022_2_1,0.0,0.07918702065944672,confounder,P3,LEVEL_IV,0,5
1729,original_LS-288_2_4,0.8708127737045288,0.005643409676849842,thyrocyte,P3,LEVEL_IV,44,2
1730,original_LS-037_1_1,0.0,0.004832225386053324,background,P3,LEVEL_IV,0,2
1731,original_LS-527_5_5,0.0,0.0008666793000884354,background,P3,LEVEL_IV,0,1
1732,original_LS-558_3_2,0.5719594955444336,0.07072927057743073,thyrocyte,P3,LEVEL_IV,24,7
1733,original_LS-022_0_0,0.0,0.07070354372262955,background,P3,LEVEL_IV,0,5
1734,original_LS-532_0_1,0.42896297574043274,0.0,background,P3,LEVEL_IV,10,0
1735,original_LS-288_0_3,0.0030978370923548937,0.19043467938899994,background,P3,LEVEL_IV,2,4
1736,original_LS-456_3_5,0.0,0.06467022746801376,background,P3,LEVEL_IV,0,4
1737,original_LS-153_4_0,0.33597078919410706,0.0,background,P3,LEVEL_IV,10,0
1738,original_LS-456_0_4,0.0,0.04922254756093025,background,P3,LEVEL_IV,0,4
1739,original_LS-475_0_1,0.017285911366343498,0.42312750220298767,confounder,P3,LEVEL_IV,10,49
1740,original_LS-532_3_5,0.936286449432373,0.016879266127943993,thyrocyte,P3,LEVEL_IV,40,5
1741,original_LS-493_0_0,0.0,0.3766837418079376,confounder,P3,LEVEL_IV,0,51
1742,original_LS-527_2_2,0.5341665148735046,0.0,thyrocyte,P3,LEVEL_IV,41,0
1743,original_LS-016_0_4,5.246320506557822e-05,0.0,background,P3,LEVEL_IV,3,0
